fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Temperature,Mole fraction,Pressure,doc_label,Solvent: Amount ratio of component to other component of binary solvent,mole_fractions_rounded,mole_fraction_water,composition_temp_id,density_value,density_uncertainty,molarEnthalpy_value,molarEnthalpy_uncertainty,isobaricExpansionCoefficient_value,isobaricExpansionCoefficient_uncertainty,excessMolarVolume_value,excessMolarVolume_uncertainty,excessMolarEnthalpy_value,excessMolarEnthalpy_uncertainty,diffusionCoefficient_value,diffusionCoefficient_uncertainty,viscosity_value,viscosity_uncertainty,henrysLawConstant_value,henrysLawConstant_uncertainty
"['water', 'glycerol', 'Choline Chloride']",density,1171.40737,0.176534,333.15,"[0.1, 0.6, 0.3]",96694be7-2f0f-4857-ab38-95420d72d986,10.1016/j.fluid.2024.114324,333.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '96694be7-2f0f-4857-ab38-95420d72d986')",1171.40737,0.176534,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1164.37668,0.184903,343.15,"[0.1, 0.6, 0.3]",0b531ae2-a989-4e65-ac7c-d3e09e1d99ab,10.1016/j.fluid.2024.114324,343.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '0b531ae2-a989-4e65-ac7c-d3e09e1d99ab')",1164.37668,0.184903,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1157.47616,0.183181,353.15,"[0.1, 0.6, 0.3]",22f45eaa-047c-4ae5-9ca6-007b334a1f45,10.1016/j.fluid.2024.114324,353.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '22f45eaa-047c-4ae5-9ca6-007b334a1f45')",1157.47616,0.183181,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-9906.41757,28.403153,313.15,"[0.1, 0.6, 0.3]",6c7b4ba9-8c94-4751-b099-60a13c6c422d,10.1016/j.fluid.2024.114324,313.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '6c7b4ba9-8c94-4751-b099-60a13c6c422d')",,,-9906.41757,28.403153,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-5934.08368,58.662619,323.15,"[0.1, 0.6, 0.3]",5f97e36a-3f37-450f-b72d-fba8a60fba9a,10.1016/j.fluid.2024.114324,323.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 323.15, '5f97e36a-3f37-450f-b72d-fba8a60fba9a')",,,-5934.08368,58.662619,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-2020.03422,48.894109,333.15,"[0.1, 0.6, 0.3]",b1019aa9-5065-4102-8894-c0d7909b6fac,10.1016/j.fluid.2024.114324,333.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 333.15, 'b1019aa9-5065-4102-8894-c0d7909b6fac')",,,-2020.03422,48.894109,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,1909.21095,66.018538,343.15,"[0.1, 0.6, 0.3]",21a8e461-3e49-445a-ad16-7ad63e9b7431,10.1016/j.fluid.2024.114324,343.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '21a8e461-3e49-445a-ad16-7ad63e9b7431')",,,1909.21095,66.018538,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,5824.43159,23.371762,353.15,"[0.1, 0.6, 0.3]",049fdf22-8ac7-4fbe-9db1-bdf78973f1af,10.1016/j.fluid.2024.114324,353.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '049fdf22-8ac7-4fbe-9db1-bdf78973f1af')",,,5824.43159,23.371762,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1187.32001,0.527433,313.15,"[0.0, 0.667, 0.333]",0b5f2864-bc32-47c8-998e-7c376b13b6d9,10.1016/j.fluid.2024.114324,313.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '0b5f2864-bc32-47c8-998e-7c376b13b6d9')",1187.32001,0.527433,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1180.03407,0.218147,323.15,"[0.0, 0.667, 0.333]",0b216623-8ebe-406b-8173-abf2c58340a1,10.1016/j.fluid.2024.114324,323.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 323.15, '0b216623-8ebe-406b-8173-abf2c58340a1')",1180.03407,0.218147,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1173.33102,0.296737,333.15,"[0.0, 0.667, 0.333]",844beed1-bd3e-4892-b6d0-9d2c751f78c2,10.1016/j.fluid.2024.114324,333.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '844beed1-bd3e-4892-b6d0-9d2c751f78c2')",1173.33102,0.296737,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1166.23425,0.286559,343.15,"[0.0, 0.667, 0.333]",7e22dfa3-4a7f-4d4d-8b35-ea1637846e9c,10.1016/j.fluid.2024.114324,343.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '7e22dfa3-4a7f-4d4d-8b35-ea1637846e9c')",1166.23425,0.286559,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1159.29319,0.221134,353.15,"[0.0, 0.667, 0.333]",bbe76020-6bb7-4779-9d3b-e6b074817ec7,10.1016/j.fluid.2024.114324,353.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 353.15, 'bbe76020-6bb7-4779-9d3b-e6b074817ec7')",1159.29319,0.221134,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-5793.03611,65.563493,313.15,"[0.0, 0.667, 0.333]",cbeeab54-9eea-4b84-b0dd-8fdca4a5df44,10.1016/j.fluid.2024.114324,313.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 313.15, 'cbeeab54-9eea-4b84-b0dd-8fdca4a5df44')",,,-5793.03611,65.563493,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-1877.84772,34.002639,323.15,"[0.0, 0.667, 0.333]",664ee51c-b107-407d-af01-29095bdcee5e,10.1016/j.fluid.2024.114324,323.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 323.15, '664ee51c-b107-407d-af01-29095bdcee5e')",,,-1877.84772,34.002639,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,1922.25883,59.488804,333.15,"[0.0, 0.667, 0.333]",2aaf0a0f-89ed-4c6d-af11-022c0d4c43b3,10.1016/j.fluid.2024.114324,333.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '2aaf0a0f-89ed-4c6d-af11-022c0d4c43b3')",,,1922.25883,59.488804,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,5783.5045,29.213066,343.15,"[0.0, 0.667, 0.333]",83576f31-4cef-45a0-a1f7-d9800a89ed1c,10.1016/j.fluid.2024.114324,343.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '83576f31-4cef-45a0-a1f7-d9800a89ed1c')",,,5783.5045,29.213066,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,9602.26223,17.726343,353.15,"[0.0, 0.667, 0.333]",824ee6cf-59e6-4d6a-9115-ea47b4b59988,10.1016/j.fluid.2024.114324,353.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '824ee6cf-59e6-4d6a-9115-ea47b4b59988')",,,9602.26223,17.726343,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00059559,4.5e-05,313.15,"[0.0, 0.667, 0.333]",f4c56cbe-3b67-4edc-9dcb-14429d29e385,10.1016/j.fluid.2024.114324,313.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 313.15, 'f4c56cbe-3b67-4edc-9dcb-14429d29e385')",,,,,0.00059559,4.5e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00059549,2.5e-05,323.15,"[0.0, 0.667, 0.333]",5df9b2b1-d473-496c-82de-1a843c45c91c,10.1016/j.fluid.2024.114324,323.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 323.15, '5df9b2b1-d473-496c-82de-1a843c45c91c')",,,,,0.00059549,2.5e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.0005954,7e-06,333.15,"[0.0, 0.667, 0.333]",4a5041cf-e6b9-48ef-8e74-a3f1327111e0,10.1016/j.fluid.2024.114324,333.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '4a5041cf-e6b9-48ef-8e74-a3f1327111e0')",,,,,0.0005954,7e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.0005953,1.6e-05,343.15,"[0.0, 0.667, 0.333]",6ef755d6-e116-421a-8ef9-846a7fdd8f1f,10.1016/j.fluid.2024.114324,343.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '6ef755d6-e116-421a-8ef9-846a7fdd8f1f')",,,,,0.0005953,1.6e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.0005952,3.5e-05,353.15,"[0.0, 0.667, 0.333]",c62414b4-4bad-487f-a678-9d0c1219a366,10.1016/j.fluid.2024.114324,353.15,0.333,100.0,Document_1,2.0,"(0.0, 0.667, 0.333)",0.0,"(('Choline Chloride', 'glycerol', 'water'), 353.15, 'c62414b4-4bad-487f-a678-9d0c1219a366')",,,,,0.0005952,3.5e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00059525,2.6e-05,313.15,"[0.1, 0.6, 0.3]",90ac2056-eb68-4e5a-bb01-980ca1b12c64,10.1016/j.fluid.2024.114324,313.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '90ac2056-eb68-4e5a-bb01-980ca1b12c64')",,,,,0.00059525,2.6e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00059562,1.2e-05,323.15,"[0.1, 0.6, 0.3]",177ed347-f807-4084-862a-7bdeffca65a1,10.1016/j.fluid.2024.114324,323.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 323.15, '177ed347-f807-4084-862a-7bdeffca65a1')",,,,,0.00059562,1.2e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00059599,7e-06,333.15,"[0.1, 0.6, 0.3]",12732e05-b805-4b55-b534-82a2d881ecbc,10.1016/j.fluid.2024.114324,333.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '12732e05-b805-4b55-b534-82a2d881ecbc')",,,,,0.00059599,7e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00059636,2e-05,343.15,"[0.1, 0.6, 0.3]",ac1cbb77-b5b3-4e77-a963-44e94b124cba,10.1016/j.fluid.2024.114324,343.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 343.15, 'ac1cbb77-b5b3-4e77-a963-44e94b124cba')",,,,,0.00059636,2e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00059672,3.4e-05,353.15,"[0.1, 0.6, 0.3]",988de40a-acf0-4e98-8a76-a91a37d6c4fa,10.1016/j.fluid.2024.114324,353.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '988de40a-acf0-4e98-8a76-a91a37d6c4fa')",,,,,0.00059672,3.4e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00058418,1.4e-05,313.15,"[0.25, 0.5, 0.25]",d74d8ab5-8467-422f-ac8b-db4db5f3b888,10.1016/j.fluid.2024.114324,313.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 313.15, 'd74d8ab5-8467-422f-ac8b-db4db5f3b888')",,,,,0.00058418,1.4e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00059321,1e-05,323.15,"[0.25, 0.5, 0.25]",1e3b37f3-04aa-41ca-aabf-0441414ab374,10.1016/j.fluid.2024.114324,323.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 323.15, '1e3b37f3-04aa-41ca-aabf-0441414ab374')",,,,,0.00059321,1e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00060224,7e-06,333.15,"[0.25, 0.5, 0.25]",91146df0-d3e9-49e8-b1bc-008b3bcccbd6,10.1016/j.fluid.2024.114324,333.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '91146df0-d3e9-49e8-b1bc-008b3bcccbd6')",,,,,0.00060224,7e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00061128,6e-06,343.15,"[0.25, 0.5, 0.25]",45e56f40-44ed-4a57-8bfc-f1204a1338eb,10.1016/j.fluid.2024.114324,343.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '45e56f40-44ed-4a57-8bfc-f1204a1338eb')",,,,,0.00061128,6e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00062031,8e-06,353.15,"[0.25, 0.5, 0.25]",48f571bd-761f-460d-8c57-853a7952e210,10.1016/j.fluid.2024.114324,353.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '48f571bd-761f-460d-8c57-853a7952e210')",,,,,0.00062031,8e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00062046,2.7e-05,313.15,"[0.5, 0.333, 0.167]",adf6eeba-2564-4769-a1d1-8b3a9d8bbc20,10.1016/j.fluid.2024.114324,313.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 313.15, 'adf6eeba-2564-4769-a1d1-8b3a9d8bbc20')",,,,,0.00062046,2.7e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00062379,1.2e-05,323.15,"[0.5, 0.333, 0.167]",31c3a152-f73c-41c2-bfd7-aa23726dddf8,10.1016/j.fluid.2024.114324,323.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 323.15, '31c3a152-f73c-41c2-bfd7-aa23726dddf8')",,,,,0.00062379,1.2e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00062711,4e-06,333.15,"[0.5, 0.333, 0.167]",13be32b7-73c7-4f0f-b837-2bdb2f7dc316,10.1016/j.fluid.2024.114324,333.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '13be32b7-73c7-4f0f-b837-2bdb2f7dc316')",,,,,0.00062711,4e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00063044,1.8e-05,343.15,"[0.5, 0.333, 0.167]",023de88b-0e8e-4d9a-8878-65352d8dfbab,10.1016/j.fluid.2024.114324,343.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '023de88b-0e8e-4d9a-8878-65352d8dfbab')",,,,,0.00063044,1.8e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00063377,3.3e-05,353.15,"[0.5, 0.333, 0.167]",56182690-69d7-4299-8f9d-5878b7a00131,10.1016/j.fluid.2024.114324,353.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '56182690-69d7-4299-8f9d-5878b7a00131')",,,,,0.00063377,3.3e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00061178,1.9e-05,313.15,"[0.6, 0.267, 0.133]",89d76df2-dcd0-45b1-afe5-289b538eb6d2,10.1016/j.fluid.2024.114324,313.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '89d76df2-dcd0-45b1-afe5-289b538eb6d2')",,,,,0.00061178,1.9e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00062237,1.2e-05,323.15,"[0.6, 0.267, 0.133]",fe5d3cc8-397f-49e9-83cf-f11822aa68bf,10.1016/j.fluid.2024.114324,323.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 323.15, 'fe5d3cc8-397f-49e9-83cf-f11822aa68bf')",,,,,0.00062237,1.2e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00063297,7e-06,333.15,"[0.6, 0.267, 0.133]",e1cdab39-628c-41a1-b811-24979e2a071a,10.1016/j.fluid.2024.114324,333.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 333.15, 'e1cdab39-628c-41a1-b811-24979e2a071a')",,,,,0.00063297,7e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00064356,5e-06,343.15,"[0.6, 0.267, 0.133]",5e27f1d9-e964-4838-86ca-eb723aeebf49,10.1016/j.fluid.2024.114324,343.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '5e27f1d9-e964-4838-86ca-eb723aeebf49')",,,,,0.00064356,5e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00065416,1.1e-05,353.15,"[0.6, 0.267, 0.133]",913e7113-abe5-4ed7-8cf1-6f67352d1b5b,10.1016/j.fluid.2024.114324,353.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '913e7113-abe5-4ed7-8cf1-6f67352d1b5b')",,,,,0.00065416,1.1e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00061435,1.5e-05,313.15,"[0.75, 0.167, 0.083]",7b37699a-b6f3-442e-aef1-76cd15ed8f47,10.1016/j.fluid.2024.114324,313.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '7b37699a-b6f3-442e-aef1-76cd15ed8f47')",,,,,0.00061435,1.5e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00063031,7e-06,323.15,"[0.75, 0.167, 0.083]",cfc3647e-02de-4231-a2f0-1eafd1e7051c,10.1016/j.fluid.2024.114324,323.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 323.15, 'cfc3647e-02de-4231-a2f0-1eafd1e7051c')",,,,,0.00063031,7e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00064628,3e-06,333.15,"[0.75, 0.167, 0.083]",fe6df16b-7f54-4f05-8ec5-9c14ada603a0,10.1016/j.fluid.2024.114324,333.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 333.15, 'fe6df16b-7f54-4f05-8ec5-9c14ada603a0')",,,,,0.00064628,3e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00066224,9e-06,343.15,"[0.75, 0.167, 0.083]",ae56c55e-2b65-4747-9291-ee2a0393ff66,10.1016/j.fluid.2024.114324,343.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 343.15, 'ae56c55e-2b65-4747-9291-ee2a0393ff66')",,,,,0.00066224,9e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.0006782,1.6e-05,353.15,"[0.75, 0.167, 0.083]",e94abd82-dc52-440d-9635-7460807f5f2c,10.1016/j.fluid.2024.114324,353.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 353.15, 'e94abd82-dc52-440d-9635-7460807f5f2c')",,,,,0.0006782,1.6e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00058958,5e-06,313.15,"[0.9, 0.067, 0.033]",6dd124f2-2e18-44db-b41d-839da0277737,10.1016/j.fluid.2024.114324,313.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '6dd124f2-2e18-44db-b41d-839da0277737')",,,,,0.00058958,5e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00062233,3e-06,323.15,"[0.9, 0.067, 0.033]",ab2c5614-3f5d-4423-96a9-32813dc493a9,10.1016/j.fluid.2024.114324,323.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 323.15, 'ab2c5614-3f5d-4423-96a9-32813dc493a9')",,,,,0.00062233,3e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00065507,1e-06,333.15,"[0.9, 0.067, 0.033]",1ce17237-72dc-4340-8f31-fcc82120b53a,10.1016/j.fluid.2024.114324,333.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '1ce17237-72dc-4340-8f31-fcc82120b53a')",,,,,0.00065507,1e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00068782,2e-06,343.15,"[0.9, 0.067, 0.033]",c10f9011-48e6-483e-bcd2-25b726e23a94,10.1016/j.fluid.2024.114324,343.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 343.15, 'c10f9011-48e6-483e-bcd2-25b726e23a94')",,,,,0.00068782,2e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00072057,5e-06,353.15,"[0.9, 0.067, 0.033]",4f07b0a4-1e15-4859-88e7-a5d07439abf3,10.1016/j.fluid.2024.114324,353.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '4f07b0a4-1e15-4859-88e7-a5d07439abf3')",,,,,0.00072057,5e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00045948,4.1e-05,313.15,"[1.0, 0.0, 0.0]",8467a7b8-2955-4bac-b60c-62f80110568c,10.1016/j.fluid.2024.114324,313.15,0.0,100.0,Document_1,0.0,"(1.0, 0.0, 0.0)",1.0,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '8467a7b8-2955-4bac-b60c-62f80110568c')",,,,,0.00045948,4.1e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00053815,2e-05,323.15,"[1.0, 0.0, 0.0]",89df2af5-1916-4954-8d78-58d28fed4497,10.1016/j.fluid.2024.114324,323.15,0.0,100.0,Document_1,0.0,"(1.0, 0.0, 0.0)",1.0,"(('Choline Chloride', 'glycerol', 'water'), 323.15, '89df2af5-1916-4954-8d78-58d28fed4497')",,,,,0.00053815,2e-05,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00061682,8e-06,333.15,"[1.0, 0.0, 0.0]",0e7eb85b-830a-4085-b690-e26f3e9055b0,10.1016/j.fluid.2024.114324,333.15,0.0,100.0,Document_1,0.0,"(1.0, 0.0, 0.0)",1.0,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '0e7eb85b-830a-4085-b690-e26f3e9055b0')",,,,,0.00061682,8e-06,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",isobaricExpansionCoefficient,0.00069548,2.7e-05,343.15,"[1.0, 0.0, 0.0]",ca603e1b-e9f8-477f-92b2-423329e6023b,10.1016/j.fluid.2024.114324,343.15,0.0,100.0,Document_1,0.0,"(1.0, 0.0, 0.0)",1.0,"(('Choline Chloride', 'glycerol', 'water'), 343.15, 'ca603e1b-e9f8-477f-92b2-423329e6023b')",,,,,0.00069548,2.7e-05,,,,,,,,,,
